,album,title,lyrics
77,"album: ""Unbreakable"" (2007)",Love Will Keep You Up All Night,"

[Brian:]
I won't tell nobody
I'll just scream it in my mind
Nothing good in life is scripted
It's not like we predicted
That the one you want
Is gonna be the one you thought

[Nick:]
I won't tell nobody
But I won't live like a prisoner
Nothing has to be so perfect
Can you tell me was it worth it
Because her heart can't lie
And even though her face may try
Love can keep you up all night

[Chorus (mainly Nick):]
Cause love will keep you up all night
It's not something you can decide
One day you're all alone
The next you're crying on the phone
Love will keep you up all night
You got a taste of sweet divine
It took you to the other side
Love will keep you up all night

[Brian:]
If I don't tell a living soul
Still everyone would know
Yes they would
It's always three am somewhere
You know it when you get there

[AJ:]
Some people try to cover it up
Some people think it's never enough (never enough)

[Chorus (mainly AJ):]
Cause love will keep you up all night
It's not something you can decide
One day you're all alone
The next you're crying on the phone
Love will keep you up all night
You got a taste of sweet divine
It took you to the other side
Love will keep you up all night

[Nick:]
I don't mean to scare you
But everybody has a first time
One day when you're old and gray
Don't look back and never say
You should have tried
Stayed up all night

Love will keep you up all night
It's not something you can decide

[AJ:]
One day you're all alone
The next you're crying on the phone

[All:]
Love will keep you up all night
You got a taste of sweet divine
It took you to the other side
To the other side
Love will keep you up all night
It's not something you can decide
One day you're all alone
The next you're cryin', you're cryin'
Love will keep you up all night
You got a taste of sweet divine
It took you to the other side

Love will keep you up all night
Love will keep you up all night

[AJ:]
Love will keep you up all night
"
78,"album: ""Unbreakable"" (2007)",Unmistakable,"

[Brian:]
Anytime, anywhere, anyplace 
You could be anyone today 
Maybe I would recognize you On a crowded street 

[AJ:]
Maybe you'll take me by surprise 
Will you be the one I had in mind 

[Chorus (emphasis on AJ):]
There'll come a day
When you'll walk out of my dreams 
Face to face 
Like I'm imagining 
Baby how can I be sure 
That you're the one I'm waiting for 
Will you be unmistakable 

[AJ:]
Unmistakable

[Nick:]
People say we're watching our lives 
Through a glass 
Desperately waiting on a chance 
I know you're out there 
Holding on, holding out for me 

[AJ:]
How are we to know the time is right 
What if you're here and I'm just blind 

[Repeat Chorus (emphasis on Nick)]

[Nick:]
How can I know a song I never heard
How will I know your voice
When you haven't said a word

[AJ:]
How do I know how this will end
Before we begin

[Nick:]
Before we begin

[Howie:]
There'll come a day
When you walk out of my dreams

[All:]
Face to face (face to face)
Like I'm imagining (Like I'm imagining) 
Baby, how can I be sure (how can I be sure) 
That you're the one I'm waiting for (You're the one I'm waiting for)
Will you be (will you be)
Will you be (will you be)

[AJ:]
Unmistakable
Unmistakable
"
79,"album: ""Unbreakable"" (2007)",Unsuspecting Sunday Afternoon,"

[Brian:]
How come I was the last to know
Took the stage then you stole the show
Another unsuspecting sunday afternoon
I was captured by that stare
Now I'm shattered, but I don't care
And the people walking by don't have a clue

[Brian/AJ:]
That I kissed your face
Till the sun was in our eyes
Till the afternoon arrived
And I can't explain
Last night I saw the fireworks
The kind of pain that never hurts
The one you hate to love is made for you
Another unsuspecting Sunday afternoon

[Nick:]
Monday is a funny thing
Still waiting for the phone to ring
Will my imagination take it slow
After Saturday, my life is changed
In a moment it was rearranged
Strange how easy it is letting go
And I miss your face
Like the sun was in my eyes
And now I'm running blind

[Nick/AJ/Brian:]
And I can't explain
Last night I saw the fireworks
The kind of pain that never hurts
The one you hate to love is made for you
Another unsuspecting Sunday afternoon

[All:]
This sweet relief
Unexpected things
Is this the end or only the beginning

I miss your face
Like the sun was in my eyes
Like the afternoon
Now I'm running blind (running blind)
I can't explain (can't explain) 

[AJ:]
Last night I saw the fireworks 
the kind of pain that never hurts
The one you hate to love that's made for you
Another unsuspecting Sunday afternoon
Another unsuspecting Sunday afternoon
"
80,"album: ""Unbreakable"" (2007)",Downpour(Deluxe Edition),"

[Brian:]
I been walking around
Inside a haze
Between the lines of reason
Hiding from the ghost
Of yesterday
Feels like I'm barely breathing

[Chorus:]
I-I wanna feel the rain again
I-I wanna feel the water on my skin<
And let it all just wash away 
In a downpour
I wanna feel the rain
Na na na na
Feel the rain
Na na na na

[Howie:]
I've been losin days
The shades pulled down
I still can't face the sun

[Nick:]
But I-I'm goin crazy
I can't stay here
I've gone completely numb
I just wanna need someone

[Repeat Chorus]

[AJ:]
Oh no
I thought you were the only one girl
But now I think I was wrong
Cause life goes on
Na na na na na...

[Brian:]
I've been walking around inside a haze

[Nick:]
Oh I...

[Repeat Chorus]

[Nick:]
In a downpour feel the rain
Feel the rain

[AJ:]
I wanna feel the rain
"
81,"album: ""Unbreakable"" (2007)",In Pieces(Deluxe Edition),"

[Nick/All:]
So I lay awake another hour
Just like the one before 
The shadows play a game with my head
I can't take this anymore

[Brian:]
I hear the sound 
Of my own breathing
It makes me miss you more

[Chorus (mainly AJ):]
Wake me up when it's over
After the ending
When the damage has all been done
I don't wanna be somewhere
Where you can watch me as I bleed
Just leave me here in pieces
In pieces

[Nick/All:]
I can't take the chance
Of running into
You running into me 
So lock the door
And close the window
I just wanna see 

[Brian:]
Until the day
Inside my future
When I'll be on my feet

[Repeat Chorus]

[AJ:]
If you want you can find me
On the dark side of the sun
Babe I don't wanna see what we've become
The damage has all been done

[Chorus II:]
Wake me up when it's over
After the ending
Wake me up when it's over 
When the damage has all been done
The damage is done 
I don't wanna be somewhere
I don't wanna be somewhere 
Where you can watch me as I bleed
Leave me here in pieces
Just leave me in pieces
Just leave me in pieces
Just wake me up when it's over (in pieces)
Just wake me up when it's over
"
82,"album: ""Unbreakable"" (2007)",Nowhere To Go(Japanese Edition Track),"

[Nick:]
Looking for beauty in a certain 
Finding the strength inside a gray 
Maybe I'm heading for a breakdown 
And maybe that's ok 
Could be I'm hanging on for dear life 
Maybe I need to get a grip 
Cause you're the only one 
That makes me feel like this 
So...

[Chorus:]
Save me I'm falling again 
Keep me from breakin' in a million pieces 
In the end no matter what I do 
There's nowhere, nowhere to go 

[Brian:]
Nowhere to go but you

Tryin' to make nothing out of something 
Promise myself I wouldn't care 
Maybe you're making me a liar cause I'm sitting here 
You finally crackin' my resistance 
And find a way to wear me down 

[Howie:]
Yea, I just look at you 
And there's no way out 

[AJ/All:]
Every single road I take (it's you) 
Asleep or wide awake (I know it's you) 
And it's too late for anyone to save me 

[Brian:]
I'm falling again 
Keep me from breakin' in a million pieces 

[Repeat Chorus 2x:]
[Howie:]
Nowhere to go but you
"
83,"album: ""Unbreakable"" (2007)",There's Us(WalMart Edition Track),"

There's me, looking down at my shoes
The one smiling like the sun, that's you
What were you thinking?
What was the song inside your head?

There's us, going on about a band
Working out how we play our hands
I lay there dreaming, later all alone in my bed
If I were stupid, maybe careless
So were you

Not everything is suppose to come true
Some words are best unsaid
Some love is not really love at all
I'll keep everything we shared with you
And that's enough
There's Us

Freeze frame, I'm not about to cry
It's to late for us to change, why try
I've got a camera tucked away inside my heart
If I'm a loser, or just unlucky, so are you

Not everything is suppose to come true
Some words are best unsaid
Some love is not really love at all
I'll keep everything we shared with you
And that's enough
There's Us

Somewhere between then and now
I looked away, when you said we'll never change
And if you think what might have been
You'll lose today, we got songs to play 

Not everything is suppose to come true
Some words are best unsaid
Some love is not really love at all
I'll keep everything we shared with you
And that's enough
And that's enough
And that's enough
There's us

Not everything is suppose to come true
Some words are best unsaid
Some love is not really love at all
I'll keep everything we shared with you
And that's enough
There's us
Not really love at all
There's us
Some love is not really
Love at all
There's us
"
84,"album: ""Unbreakable"" (2007)","Satellite(from ""Helpless When She Smiles"" single)","

[Brian:]
Here I am again
Waiting on the moment you decide
To leave me stranded on the edge of nowhere
I’ve been so close to you so many times
I feel like I could drown
I wish that I could fly away from here

[All:]
But I’m still coming down

[AJ:]
From the last time

[All:]
That you came around

[AJ:]
In the starlight

[All:]
Now I’m pulling to your gravity
Spinning helplessly
I’m falling through the night
Like a lonely satellite

[AJ:]
Like a lonely satellite

[Nick:]
With walks on Jupiter
Fool around the moon a time or two
Left a mark on every star we could find
But now I’m burning like a meteor
That never hits the ground
Wish that I could fly away from you

[All:]
But I’m still coming down

[AJ:]
From the last time

[All:]
That you came around

[AJ:]
In the starlight

[All:]
Now I’m pulling to your gravity
Spinning helplessly
I’m falling through the night
Like a lonely satellite

[Nick:]
Love is poisoning the atmosphere
Is keeping everything unclear to me

[Howie:]
Something in your eyes
Never satisfies
I’m feeling so alone, tonight

[All:]
But I’m still coming down (still coming down)
From the last time (the last time)
That you came around (you came around)
In the starlight (the starlight)
Now I’m pulling to your gravity (ooooh)
Spinning helplessly
I’m falling through the night (falling through the night)
Yes I’m falling through the night (falling through the night)
Like a lonely satellite

[Nick:]
Like a lonely satellite
"
85,"album: ""Unbreakable"" (2007)",Happily Never After(Cut Track),"

[Brian]
(Ooooo, yeah)
I don't think I want this anymore
As she drops her ring to the floor
She says to herself you've left before, (yeah)
This time you will stay gone that's for sure, (yeah)

[Nick]
And he shattered something else
She dragged her suitcase down the path
To the driveway
She had never gone that far
Normally this would be the time that she
Would let him talk her out of leaving
But this time, without crying
As she got into her car she said

[Chorus: all]
No, happily never after
That just ain't for me, because finally
I know, I deserve better after all
I'll never let another teardrop fall
(Faaaaaaallll)

[AJ]
As she drove away she starts to smile, (yeah) 
Realized she hadn't for awhile
No destination she drove for miles
Wondering why she stayed in such denial

[Nick]
She was laughing about the way he shattered something else
She dragged her suitcase down the path
To the driveway
She had never gone that far
Normally this would be the time that she
Would let him talk her out of leaving
But this time, without crying
As she got into her car she said

[Chorus: all]
No, happily never after
That just ain't for me, (that just ain't for me)
Because finally
I know, I deserve better after all, (that just ain't for me yeah)
I'll never let another teardrop fall

[Howie]
I'm done, I'm done, said I'm so done (so done yeah)
I'm free, I'm free, (so free)
Free to feel the way I feel, yeah
She inhales a breath she never breathed before
Don't want no drama no more

[Brian]
Cause she says no 
Happily never after (after)
That just ain't for me (oh, oh)

[Chorus: all]
I know, I deserve better after all
I'll never let another teardrop fall (I'm done, I'm done)
No happily never after, that just aint for me, (I'm free, I'm free) because finally
I know I deserve better after all
I'll never let another tear drop fall
I'm done, I'm done, I'm done, so done, I'm done, so done
Said I'm done, I'm done, I'm done
"
86,"album: ""Unbreakable"" (2007)",Evergreen(Unreleased Song),"

I've been on the run 
Slept under the sun 
Feeding off the clouds and eating
Them like ice cream 
I've been all around 
Never left this town 
Blisters on my eyelids like it's
Spring in paris 
I've seen everything, I've dreamt
Every dream 
I am every human 
Oh I'm not even finished 

Look how I go 
Impeccable flow 
Wind in my face it hardly ever
Rains 
Always on top 
I'm coming up 
I'm everything and I am everything 
I know it all don't know a thing 
I am changing, still the same 
I'm every color I'm every color 
I am evergreen 

I've been on the side 
Always stayed ahead 
I'm so very fast give me a
Speeding ticket 
Me you cannot teach 
I just wanna know 
I've been tryin to stand but I
Will never grow 
I've seen everything, I've dreamt
Every dream 
I am every human 
No I'm not even finished 

Look how I go 
Impeccable flow 
Wind in my face it hardly ever
Rains 
Always on top 
I'm coming up 
I'm everything and I am everything 
I know it all don't know a thing 
I am changing, still the same 
I'm every color I'm every color 
I am evergreen 

The truth is stranger than fiction 
When you're a walking contradiction 
When you're evergreen 
You're always looking in 
You're the first one left 
But you're back again 
Don't be afraid to ask 
But don't ask again 
We'll forever last when you're
Evergreen 

Look how I go 
Impeccable flow 
Wind in my face it hardly ever
Rains 
Always on top 
I'm coming up 
I'm everything and I am everything 
I know it all don't know a thing 
I am changing, still the same 
I'm every color, I'm every color 
I'm every color 
I'm every color (color) 
I am evergreen 
Yea I am evergreen 
I am evergreen 
I am evergreen
"
87,"album: ""Unbreakable"" (2007)",Sick As My Secrets(Unreleased Song),"

I'm so sorry
That I called you
I'm trying to pick up
The pieces of my life
I forgot that we were over
Tell me what went wrong
Wrong, wrong, wrong

Twelve days, four hours, twenty minutes
I'm stuck and you know you've got me in it
Broken glass on the floor from the picture frame
Shame, shame, shame

We had it all
This love so strong
Now everything
We had is gone
If you could read my mind
You'd know I've crossed that line

Cos I'm as sick as my secrets
Yeah, it's killing me
You know that I mean it
I need you next to me
There's nowhere to run
Girl I can't let you go
And it's twisted I know
But I just can't take it no more

Six miles, twelve lights till your front door
I'm on my way just like I have so many times before
Does he know that it's me you've been talking to?
Shame, shame, shame

If you could read my mind
I'm gonna fight to get you back this time

Cos I'm as sick as my secrets
Yeah, it's killing me
You know that I mean it
I need you next to me
There's nowhere to run
Girl I can't let you go
And it's twisted I know
But I just can't take it no more

I'm tired of all these lies
There's nothing but regret behind these eyes
All this love I could never show
I don't care any more
Give a damn who knows

Cos I'm as sick as my secrets
Yeah, it's killing me
You know that I mean it
I need you back with me
There's nowhere to run
Girl I can't let you go
And it's twisting my soul
But I just can't take it no more

Sick as my secrets
Yeah, it's killing me
You know that I mean it
I need you next to me
There's nowhere to run (nowhere to run)
Girl I can't let you go (nowhere to hide)
And it's twisted I know
But I just can't take it no more

Yeah, I just can't leave you alone
Yeah, yeah
Tired of all the lies
Oh babe you've got me stripped of my pride
Gonna shout it from a mountain top
Yeah, drain the oceans from the tears we've cried
Gonna break down these walls
Gonna stand tall
Gonna be your man
Hope you understand, oh
That I'll never let you go
"
88,"album: ""This Is Us"" (2009)",Straight Through My Heart,"

[Brian:]
In the heart
Of the night
When it's dark
In the lights
I heard the loudest noise
A gunshot on the floor

[Nick:]
I looked down
And my shirt's turning red
I'm spinning around
Felt her lips on my neck
And her voice
In my ear
Like I missed you
Want you tonight

[All:]
Straight through my heart
A single bullet got me
I can't stop the bleeding
Straight through my heart
She aimed and she shot me
I just can't believe it

No, I can't resist
And I can't be hit
I just can't escape this love
Straight through my heart
Soldier down (my heart)
Soldier down (my heart)

[Howie:]
Thought I moved
More than on
Thought I could
Fool her charm
I really wanna go
But I can't leave her alone

[AJ:]
Hear the sound
Of a love so loud
I just can't
I just can't
Ignore this feeling
Said she misses me
And she wants me
Wants me tonight

[All:]
Straight through my heart
A single bullet got me
I can't stop the bleeding
Straight through my heart
She aimed and she shot me
I just can't believe it

No, I can't resist
And I can't be hit
I just can't escape this love
Straight through my heart
Soldier down (my heart)
Soldier down (my heart)

[Nick:]
In the heart
Of the night
When it's dark
In the lights
I heard the loudest voice
A gunshot on the floor

[All:]
Straight through my heart
A single bullet got me
I can't stop the bleeding
Straight through my heart
(Soldier down)
She aimed and she shot me
(Soldier down)
I just can't believe it

No, I can't resist
(I can't resist)
And I can't be hit
(No, I can't)
I just can't escape this love
Straight through my heart
Soldier down (my heart )
Soldier down (my heart )

(oh oh straight through my oh oh)

Straight through my heart
Soldier down (my heart)
Soldier down (my heart)
My heart
My heart

Straight through my heart
Soldier down (my heart)
Soldier down (my heart)
"
89,"album: ""This Is Us"" (2009)",Bigger,"

First off I cant keep a promise
I'm no one to count on at all
Add on that I'm a coward
Too scared to return your calls

[Chorus]
But you don't care
You keep sticking around
While I'm acting a clown
You're bigger
Lalala
Cuz you're still here
Your feet stuck to the ground
Despite how silly it sounds
You're bigger
Than me
Lalala

Its known that I'm a liar
Often they're blacker than white
Add on my uncanny ego
No ones less humbled than I

[Chorus]
But you don't care
You keep sticking around
While I'm acting a clown
You're bigger
Lalala
Cuz you're still here
Your feet stuck to the ground
Despite how silly it sounds
You're bigger
Than me
Lalala

All the messed up things I do
Yeah I swear I'll make'em up to you
Before you go and have enough
Just let me make it better
I'll try to measure up
I'll try to measure up to you

I'll make it up to you

[Chorus]
But you don't care
You keep sticking around
While I'm acting a clown
You're bigger
Lalala
Cuz you're still here
Your feet stuck to the ground
Despite how silly it sounds
You're bigger
Than me
Lalala
"
90,"album: ""This Is Us"" (2009)",Bye Bye Love,"

Yeah, yeah, oh, 
Yeah, yeah, 

You should be right here laying next to me 
But baby you chose to love the hard way 
You could be right here getting the best of me 
But baby you decided he was your man 

And now that you're finding out 
He's playing little games, you calling me again 
You say you want me around 
But I'm not sure now if I wanna be down 
Soooo.. 

I think I wanna stay single 
Maybe we're better apart 
See I don't want a girl 
That, only wanna come back 
Cause, some other man broke her heart 

So Bye Bye Love 
Bye Love 
So Bye Bye Love (Bye Love) 
Bye Love 
Yeah... 

Crazy how the tables turn 
It wasn't long ago that you turned your back, no. 
Saying there's no way that we can work (We can work) 
And you were quick to move on to the next day 
Yeah. 

And now that you're finding out 
He's playing little games, you calling me again 
You say you want me around 
But I'm not sure now if I wanna be down 
Soooo.. 

I think I wanna stay single 
Maybe we're better apart 
See I don't want a girl 
That, only wanna come back 
Cause, some other man broke her heart 

So Bye Bye Love (Bye Love) 
Bye Love 
So Bye Bye Love (Bye Bye, Bye Bye Love) 
Bye Love (Bye Bye, Bye Bye Love.) 
Yeah. 

Can't take you back when I know (When I know) 
I'm not the one you really wanted before 
Sorry, that I let you go (Let you go) 
This time I think its best to do it alone! 

Whoooo, whoo, whoooo, yeahhhh (say goodbye to me love.) 
Whoo, whooo, let it go, let it go. 

Bye Bye, Bye Bye Love! (Love.) 

I think I wanna stay single (I think I wanna stay.) 
Maybe we're better apart (Maybe we're better apart) 
See I don't want a girl 
That, only wanna come back 
Cause, some other man broke her heart 

So Bye Bye Love (Singing Bye Bye Love) 
Bye Love (Singing Bye Bye Love) 
So Bye Bye Love (Bye, Bye, Bye, Bye, girl.) 
Bye Love (Oh, Bye Bye love) 

I think I wanna stay single (I think I wanna stay.) 
Maybe we're better apart (Maybe we're better apart) 
See I don't want a girl 
That, only wanna come back 
Cause, some other man broke her heart 
So Bye Bye Love (Singing Bye Bye Love) 
Bye Love (Bye Bye, bye, bye, Love) 
So Bye Bye Love (Singing Bye bye love) 
Bye Love (Bye bye, bye, bye, love) 

I'm saying goodbye to you (I'm saying goodbye to you..) 
I'm saying goodbye to you... (Oh, I'm saying goodbye to you..) 
I'm saying goodbye to you (Say Goodbye..) 
I'm saying goodbye to you (Say Goodbye...) 
(Bye, bye, love) I'm saying goodbye to you (Say Goodbye...) 
(Bye, bye, love) I'm saying goodbye to you (Say Goodbye...) 
(Bye, bye, love) I'm saying goodbye to you (Say Goodbye...) 
(Say goodbye, bye, love) I'm saying goodbye to you
"
91,"album: ""This Is Us"" (2009)",All Of Your Life (You Need Love),"

Hey
Yeah, yeah
I wanna know
Can we spend this life together
Be the shield from rain and weather
Tell me can I
Baby tell me can I be your man

Let's be lovers (be lovers)
Girl I promise to be faithful
True and honest forever
I know you been hurt
But you really need to give us a chance
Cuz...

You need love
Please don't change the way you are
Soon you'll live within my heart
You deserve it, you know it
You've been searching for it all of your life
You need love
Don't be scared to try again
You can rest upon my chest
And I'll hold you, I'll save you
You've been searching for it all of your life
You need love (you need love)

I need to know
Can I be the one you trust
Be your friend I'll give you all
All of the things you dream of
Tell me can I be your man

Hole your heart
There's a wound I wanna heal
If you need me I'll be here
Here to fix what broke
Let me change the life you live

You need love
Please don't change the way you are
Soon you'll live within my heart
You deserve it, you know it
You've been searching for it all of your life
You need love
Don't be scared to try again
You can rest upon my chest
And I'll hold you, I'll save you
You've been searching for it all of your life
You need love (you need love)

You've been searching for it
All of your life
Yeah

You've been searching for it
All of your live
Yeah
Ooh ooh

You need love (you need love)
Don't change the way you are
You need love
Searching for it all of your life
You need love
Please don't change the way you are
Soon you'll live within my heart
You deserve it, you know it
You've been searching for it all of your life
You need love
Don't be scared to try again
You can rest upon my chest
And I'll hold you, I'll save you
You've been searching for it all of your life
You need love (you need love)

You need love
Please don't change the way you are
Soon you'll live within my heart
You deserve it, you know it
You've been searching for it all of your life
You need love
Don't be scared to try again
You can rest upon my chest
And I'll hold you, I'll save you
You've been searching for it all of your life
You need love (you need love)
"
92,"album: ""This Is Us"" (2009)",If I Knew Then,"

Life should be like a game of cards
You make a mistake
Shuffle the deck and start over
It should be just like driving in your car
Get lost and your navigation system
Gets you closer

[Pre-chorus:]
But there ain't no handbook
You're on your own
Got no instructions
When it comes to love
Cause once you do something
Can't be undone
Wish I could take back
Letting you go

[Chorus:]
If I knew then
What I know now
I wouldn't have said
I don't need you around
Alone in this mess
Silence is so loud
So I would treat you the best
Baby if I knew then
What I know now (What I know now)
What I know now (What I know now)
What I know now (What I know now)
Yeah I would treat you the best
Baby if I knew then
What I know now

Life should come with remote controls
Then I just rewind it to
The time it was better
It should have a restart button
So, I could travel right back
To the day that I met her

[Pre-chorus]

[Chorus]

Cause there ain't no handbook
You're on your own
Got no instructions
When it comes to love
See once you do something
Can't be undone
Wish I could take back
Letting you go

[Chorus x2]
"
93,"album: ""This Is Us"" (2009)",This Is Us,"

Got a million reasons to run and hide
I don't blame you for being scared (for being scared, no)
Bout a novel long, all the pain that he's caused you
Baby I'm fully aware (I'm fully aware)

If I could change the story's ending to me and you
Don't know the meaning of pretending of what to do

[CHORUS:]
I could be the one
Give you all my love
Forget what he has done to you
I'm here now
Open up to me
Love will set you free
If ever you believe it
Please believe in me
This is us, this is us
This is us, this is us
This is love, this is love
Let the world know, baby (This is us)
This is us, this is us
This is us, this is us
This is love, this is love
Let the world know, baby (This is us)

I know everything isn't meant to last
Box up all those photographs
You're moving on (yeah)
I could flip back over that hour glass
And refill the better half (the better half)

And it's a miracle how broken hearts can mend
Won't you dry up all those tear drops and start again

[CHORUS]

If I could show you there's no risk of being left alone
Would you let your past go
I'll take it slow
Cause there's no need to rush when I know

[CHORUS]
"
94,"album: ""This Is Us"" (2009)",PDA (Public Display Of Affection),"

Intimate scenes
Fresh from my dreams
Over a triple X movie screen
I couldn't care less about being seen
A higher self esteem if you're on me?
(Ain't that the way it's supposed to be?)
I say baby do you think
Sugar so sweet should rot my teeth
But instead it just rottens me
Spoiled crazy

Public display of affection
(Gotta make 'em)
Pointing in my direction
(Watch me, watch me)
Public display of affection
Makes them wish they had it this way

We'd be at the club, the restaurant, the grocery store or the movies
Kissing and touching with my hands all over your booty
Wherever it is, we is, I love it truly
Your PDA hey hey
(I want your PDA)
Your PDA, hey hey
(I want your PDA)
Your PDA hey hey
(I want your PDA)

Remember at the beach we brought the sheets
We were harassed by police
Good thing we didn't go too deep
Everywhere we be the passion in me just screams
I just need you in my reach
Baby your suspense can be intense
It's got me convinced, oh yeah
You're the fingers to my instrument

Public display of affection
(Gotta make 'em)
Pointing in my direction
(Watch me, watch me)
Public display of affection
Makes them wish they had it this way
We'd be at the club, the restaurant, the grocery store or the movies
Kissing and touching with my hands all over your booty
Wherever it is, we is, I love it truly
Your PDA hey hey
(I want your PDA)
Your PDA, hey hey
(I want your PDA)
Your PDA hey hey
(I want your PDA)

Your PDA, hey hey
Your PDA, hey hey
(I want your PDA)

From the lobby to the patio
(Boy you're so crazy)
And we're so compatible
From the Starbucks to the Navo
(hmm, nasty)
And we're so compatible
We'd be at the club, the restaurant, the grocery store or the movies
Kissing and touching with my hands all over your booty
Wherever it is, we is, I love it truly
Your PDA hey hey
(I want your PDA)

Your PDA, hey hey
(I want your PDA)
Your PDA, hey hey
(I want your PDA)
Your PDA ,hey hey
Your PDA ,hey hey
(I want your PDA)

I wanna run
(I want your PDA)
All over your body
(I, I, I want your PDA)
I wanna run
(I want your PDA)
All over your body
(I, I, I want your PDA)

I want your PDA
Public display of affection
I want your PDA
"
95,"album: ""This Is Us"" (2009)",Masquerade,"

Backstreet 
Listen up 

This scene's so hypnotic 
Smoking mirrors, lights and magic 
Paper faces in gold 
There's solider boys, beauty queens 
Everyone's a mystery 
It's got me losing control 

Yearning, I'm yearning for the one to steal my eyes 
Wanna play in this game of disguise 

It's a masquerade, a love parade 
So won't you stay and dance with me 
All through the night and day 
My masquerade, I need you baby 
So stay with me tonight 

Masquerade, Masquerade, Masquerade, Masquerade 
Masquerade, Masquerade, Masquerade, Masquerade 

Just like a perfect dream 
I don't ever wanna leave 
A thousand freaks in the show 
One's a tiger, one's a lynx 
One's a king that suffering 
Moving high, moving low 
Burning, I'm burning, can't you see it in my eyes? 
Wanna play in this game of disguise 

It's a masquerade, a love parade 
So won't you stay and dance with me 
All through the night and day 
My masquerade, I need you baby 
So stay with me tonight 

Masquerade, Masquerade, Masquerade, Masquerade 
Masquerade, Masquerade, Masquerade, Masquerade 

I gotta know the girl behind the mask 
Let me in, where you've been, don't pretend 
Dreamed that I had her alone 
Show your face to me, we could be everything 

It's a masquerade, a love parade 
So won't you stay and dance with me 
All through the night and day 
My masquerade, I need you baby 
So stay 

A masquerade, a love parade 
So won't you stay and dance with me 
All though the night and day 
My masquerade, I need you baby 
So stay with me tonight 

Masquerade, Masquerade, Masquerade, Masquerade 
Masquerade, Masquerade, Masquerade, Masquerade
"
96,"album: ""This Is Us"" (2009)",She's A Dream,"

OoohOooh 
Oooh ooh ohh yeah 
Ohh no 
Yeah.. 

Shorty ain't got cable, 
She don't even got a radio, way more than able. 
What kinda girl should I take her for? 
The perfect kind, just what I like, 
exactly what I had in my mind, a dream... 
She's a dream... yeah.. 

Shorty don't know I'm on the red carpet, almost every night. 
And when I'm outta town to go and do work, 
I'm first class every flight. 
If she takes the time to open her eyes, 
she can realize that she's a dream... 
cause she knows me... 

Shorty don't know who I am, she don't know I'm a celebrity, 
cause when I let her meet my fam, ain't nobody mention my pedigree. 
cause every time I take her out, we're always in the VIP. 
Shorty don't know who I am, but she knows me... 
That's why I make her say... Ooh 
Make her say... Aaah 
Make her say... Uhhh 
Make her say... Aaahh 

Shorty don't know who I am... 

And I'm cool with that, if she says so 
I even got a lot to her 
And when I'm out making pesos? 
Aint' nobody treat her like I do her. 
Cause I'm the one that she thinks about, 
The only one on her mind, 
She's a dream... 
cause she knows me... 

Shorty don't know that I'm on the stage, 
like 3 or 4 times a week 
she don't even know I've been around the world 
and all the different girls and me. 
But there's just one, face that I see 
She's the only one for me 
She's a dream.. 
cause she knows me.... 
Shorty don't know who I am, she don't know I'm a celebrity, 
cause when I let her meet my fam, ain't nobody mention my pedigree. 
cause every time I take her out, we're always in the VIP. 
Shorty don't know who I am, but she knows me... 
That's why I make her say... Ooh 
Make her say... Aaah 
Make her say... Uhhh 
Make her say... Aaahh 

See, shorty don't know who I am 
That's not good for us, cause I know, 
it's not good to fuss 
And I know she loves me, for me 
and i love her, for her 
but It wouldn't work if she ever gave 
a damn 'bout who I am but she knows me 

she don't know I'm a celebrity, 
cause when I let her meet my fam, ain't nobody mention my pedigree. 
cause every time I take her out, we're always in the VIP. 
Shorty don't know who I am, but she knows me... 
Uuuuuh 
Make her say... Aaah 
Make her say... Uhhh 
Make her say... Aaahh 

bout me...
"
